Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name,Platform,Genre,Publisher
13517,2009.0,0.04,0.0,0.0,0.0,0.04,coraline,ds,action,d3publisher
13518,2006.0,0.04,0.0,0.0,0.0,0.04,fifastreet2,ds,sports,electronicarts
13519,2009.0,0.04,0.0,0.0,0.0,0.04,mmsbeachparty,wii,misc,zoodigitalpublishing
13520,2007.0,0.04,0.0,0.0,0.0,0.04,deadheadfred,psp,action,d3publisher
13521,2005.0,0.0,0.0,0.04,0.0,0.04,dcfsdacapofourseasons,ps2,adventure,kadokawashoten
13522,2014.0,0.0,0.0,0.04,0.0,0.04,hyperdimensionneptuniamk2,psv,action,compileheart
13523,2007.0,0.03,0.01,0.0,0.0,0.04,disneysmeettherobinsons,gc,action,disneyinteractivestudios
13524,2008.0,0.0,0.0,0.04,0.0,0.04,hanayoridanshikoiseyoonago,ds,adventure,konamidigitalentertainment
13525,2009.0,0.0,0.0,0.04,0.0,0.04,minnagashuyakunonhkkouhakuquizkassen,wii,misc,nintendo
13526,2014.0,0.0,0.0,0.04,0.0,0.04,puyopuyotetris,ps3,puzzle,sega
13527,1992.0,0.0,0.0,0.04,0.0,0.04,sonicthehedgehog28bit,gg,platform,sega
13528,2006.0,0.03,0.01,0.0,0.0,0.04,flatout2,xb,racing,empireinteractive
13529,2006.0,0.02,0.02,0.0,0.01,0.04,roguetrooper,ps2,shooter,eidosinteractive
13530,2003.0,0.02,0.02,0.0,0.01,0.04,spyfiction,ps2,action,sega
13531,2016.0,0.04,0.0,0.0,0.0,0.04,rbibaseball2016,xone,sports,mlbcom
13532,2003.0,0.03,0.01,0.0,0.0,0.04,justiceleaguechronicles,gba,platform,midwaygames
13533,2006.0,0.0,0.0,0.04,0.0,0.04,residentevildirectorscut,ps3,action,capcom
13534,2006.0,0.0,0.0,0.04,0.0,0.04,dokodemoissholetsgakkou,psp,misc,sonycomputerentertainment
13535,2007.0,0.04,0.0,0.0,0.0,0.04,monstertruxarenasspecialedition,wii,racing,popcornarcade
13536,2004.0,0.03,0.01,0.0,0.0,0.04,conflictdesertstormiibacktobagdhad,gc,shooter,sci
13537,2006.0,0.04,0.0,0.0,0.0,0.04,topgun,ds,simulation,505games
13538,2011.0,0.04,0.0,0.0,0.0,0.04,gemsmashers,3ds,platform,craveentertainment
13539,2010.0,0.0,0.04,0.0,0.01,0.04,splitsecond,pc,racing,disneyinteractivestudios
13540,2010.0,0.0,0.0,0.04,0.0,0.04,bslogparty,psp,adventure,ideafactory
13541,2004.0,0.03,0.01,0.0,0.0,0.04,kingarthur,gc,action,konamidigitalentertainment
13542,2005.0,0.03,0.01,0.0,0.0,0.04,chickenshoot,gba,action,zoodigitalpublishing
13543,2003.0,0.03,0.01,0.0,0.0,0.04,daisenryakuviimodernmilitarytactics,xb,strategy,koolkizz
13544,2010.0,0.04,0.0,0.0,0.0,0.04,gormitithelordsofnature,wii,adventure,konamidigitalentertainment
13545,2012.0,0.0,0.0,0.04,0.0,0.04,whitealbum2shiawasenomukougawa,ps3,adventure,aquaplus
13546,2013.0,0.02,0.02,0.0,0.01,0.04,painkillerhelldamnation,ps3,shooter,nordicgames
13547,1995.0,0.0,0.0,0.04,0.0,0.04,gogoackman3,snes,platform,banpresto
13548,2011.0,0.0,0.04,0.0,0.01,0.04,wscreal11worldsnookerchampionship,x360,sports,kochmedia
13549,2004.0,0.03,0.01,0.0,0.0,0.04,advanceguardianheroes,gba,roleplaying,ubisoft
13550,2010.0,0.04,0.0,0.0,0.0,0.04,casualmania,ds,puzzle,foreignmediagames
13551,2007.0,0.04,0.0,0.0,0.0,0.04,castleofshikigamiiii,wii,shooter,pqube
13552,2002.0,0.03,0.01,0.0,0.0,0.04,starx,gba,shooter,bamentertainment
13553,2011.0,0.01,0.02,0.0,0.01,0.04,jewelquest5thesleeplessstar,pc,action,astragon
13554,2011.0,0.03,0.01,0.0,0.0,0.04,getupanddance,ps3,misc,ogames
13555,1998.0,0.0,0.0,0.04,0.0,0.04,thekingoffighterskyo,ps,fighting,snkplaymore
13556,2015.0,0.0,0.0,0.04,0.0,0.04,yowamushipedal,3ds,action,namcobandaigames
13557,2006.0,0.04,0.0,0.0,0.0,0.04,wartechsenkonoronde,x360,fighting,ubisoft
13558,2012.0,0.0,0.0,0.04,0.0,0.04,recordofagarestwarmarriage,psp,roleplaying,compileheart
13559,2006.0,0.0,0.0,0.04,0.0,0.04,sanxlandthemeparkdeasobou,ds,action,mto
13560,2011.0,0.0,0.0,0.04,0.0,0.04,corpsepartybookofshadows,psp,adventure,5pb
13561,2009.0,0.0,0.0,0.04,0.0,0.04,428fuusasaretashibuyade,psp,adventure,spike
13562,2006.0,0.0,0.0,0.04,0.0,0.04,tennisnoojisamadokidokisurvivalsanrokunomystic,ps2,adventure,konamidigitalentertainment
13563,2009.0,0.0,0.0,0.04,0.0,0.04,starryskyafterspring,psp,misc,aquaplus
13564,2016.0,0.01,0.03,0.0,0.0,0.04,lifeisstrange,pc,adventure,squareenix
13565,2007.0,0.0,0.04,0.0,0.01,0.04,needforspeedprostreet,pc,racing,electronicarts
13566,2008.0,0.0,0.0,0.04,0.0,0.04,narutoshippudendairansenkagebunshinemaki,ds,action,takaratomy
13567,2012.0,0.0,0.0,0.04,0.0,0.04,mechanicescape,ps3,platform,d3publisher
13568,2015.0,0.0,0.04,0.0,0.0,0.04,proevolutionsoccer2016,pc,sports,konamidigitalentertainment
13569,2008.0,0.0,0.0,0.04,0.0,0.04,twilightsyndromekinjirateratoshidensetsu,ds,adventure,spike
13570,2001.0,0.0,0.0,0.04,0.0,0.04,truelovestory3,ps2,simulation,enterbrain
13571,2012.0,0.0,0.0,0.04,0.0,0.04,littlebattlersexperiencew,psv,roleplaying,level5
13572,1998.0,0.02,0.02,0.0,0.0,0.04,thesmurfs,ps,action,infogrames
13573,2004.0,0.03,0.01,0.0,0.0,0.04,strikeforcebowling,xb,sports,craveentertainment
13574,2002.0,0.03,0.01,0.0,0.0,0.04,chessmaster,gba,misc,ubisoft
13575,2004.0,0.02,0.02,0.0,0.01,0.04,bloodwilltelltezukaosamusdororo,ps2,adventure,sega
13576,2010.0,0.04,0.0,0.0,0.0,0.04,thekoregang,wii,platform,flashpointgames
13577,2005.0,0.02,0.02,0.0,0.01,0.04,redninjaendofhonor,ps2,action,vivendigames
13578,2008.0,0.0,0.0,0.04,0.0,0.04,kanuchishirokitsubasanoshou,ps2,adventure,ideafactory
13579,2009.0,0.0,0.04,0.0,0.0,0.04,summerathletics2009,x360,sports,49games
13580,2003.0,0.03,0.01,0.0,0.0,0.04,sxsuperstar,xb,racing,acclaimentertainment
13581,2008.0,0.0,0.0,0.04,0.0,0.04,katekyoohitmanrebornbattlearena,psp,fighting,marvelousinteractive
13582,2006.0,0.0,0.0,0.04,0.0,0.04,saintseiyathehades,ps2,fighting,namcobandaigames
13583,2010.0,0.0,0.0,0.04,0.0,0.04,sakiportable,psp,adventure,alchemist
13584,2011.0,0.0,0.04,0.0,0.0,0.04,ridingstablesthewhitakerspresentmiltonandfriends,3ds,sports,dtpentertainment
13585,2009.0,0.0,0.0,0.04,0.0,0.04,narutoshippuudenshinobiretsudeniii,ds,action,takaratomy
13586,2006.0,0.02,0.0,0.02,0.0,0.04,metalgearsoliddigitalgraphicnovel,psp,misc,konamidigitalentertainment
13587,2011.0,0.0,0.04,0.0,0.0,0.04,maxthemagicmarker,wii,platform,unknown
13588,2005.0,0.03,0.01,0.0,0.0,0.04,outlawtennis,xb,sports,globalstar
13589,2009.0,0.02,0.02,0.0,0.0,0.04,freerunning,wii,sports,reefentertainment
13590,2013.0,0.0,0.0,0.04,0.0,0.04,orenoimoutogakonnanikawaiiwakeganaihappyend,ps3,simulation,namcobandaigames
13591,2006.0,0.04,0.0,0.0,0.0,0.04,barnyard,wii,action,thq
13592,2008.0,0.04,0.0,0.0,0.0,0.04,spray,wii,action,tecmokoei
13593,2001.0,0.03,0.01,0.0,0.0,0.04,norulesgetphat,gba,action,tdkmediactive
13594,2008.0,0.04,0.0,0.0,0.0,0.04,battlerage,wii,shooter,popcornarcade
13595,2011.0,0.0,0.0,0.04,0.0,0.04,zombidaisuki,ds,action,chunsoft
13596,2008.0,0.04,0.0,0.0,0.0,0.04,igorthegame,ds,adventure,legacyinteractive
13597,2008.0,0.02,0.02,0.0,0.01,0.04,legoindianajonestheoriginaladventures,pc,action,lucasarts
13598,2016.0,0.0,0.0,0.04,0.0,0.04,cardfightvanguardgstridetovictory,3ds,misc,furyu
13599,2006.0,0.0,0.0,0.04,0.0,0.04,negimachoumahorataisenkattoiinkeiyakushikkoudechaimasuu,ds,adventure,marvelousinteractive
13600,2014.0,0.0,0.0,0.04,0.0,0.04,doraemonshinnobitanodaimakyoupekoto5ninnotankenta,3ds,action,furyu
13601,2009.0,0.04,0.0,0.0,0.0,0.04,challengememathsworkout,ds,puzzle,oxygeninteractive
13602,2002.0,0.03,0.01,0.0,0.0,0.04,theinvincibleironman,gba,action,activision
13603,2006.0,0.03,0.01,0.0,0.0,0.04,nascar07,xb,racing,electronicarts
13604,2016.0,0.0,0.0,0.04,0.0,0.04,refrainnochikameikyuutomajonoryodan,psv,action,nipponichisoftware
13605,2000.0,0.02,0.02,0.0,0.0,0.04,dancedancerevolutiondisneymix,ps,simulation,konamidigitalentertainment
13606,2001.0,0.0,0.0,0.04,0.0,0.04,makenshaodemonsword,ps2,action,midasinteractiveentertainment
13607,2010.0,0.0,0.04,0.0,0.0,0.04,playmobiltopagents,ds,action,jowoodproductions
13608,2007.0,0.04,0.0,0.0,0.0,0.04,themonkeykingthelegendbegins,wii,shooter,starfish
13609,2013.0,0.0,0.0,0.04,0.0,0.04,superrobottaisenoginfinitebattle,ps3,fighting,namcobandaigames
13610,2004.0,0.03,0.01,0.0,0.0,0.04,scaler,xb,platform,globalstar
13611,2010.0,0.04,0.0,0.0,0.0,0.04,attackofthemovies3d,x360,shooter,majescoentertainment
13612,2009.0,0.0,0.0,0.04,0.0,0.04,beatmaniaiidx16empresspremiumbest,ps2,simulation,konamidigitalentertainment
13613,2002.0,0.0,0.0,0.04,0.0,0.04,fifasoccer2003weeklyjpsales,ps2,sports,electronicarts
13614,2009.0,0.04,0.0,0.0,0.0,0.04,emergencyroomrealliferescues,ds,simulation,505games
13615,2001.0,0.02,0.02,0.0,0.0,0.04,highheatbaseball2002,ps,sports,3do
13616,2016.0,0.0,0.0,0.04,0.0,0.04,utawarerumonofutarinohakuoro,ps4,misc,aquaplus
13617,2004.0,0.0,0.0,0.04,0.0,0.04,puyopopfever,psp,puzzle,ignitionentertainment
13618,2006.0,0.01,0.02,0.0,0.01,0.04,thesims2pets,pc,simulation,electronicarts
13619,2011.0,0.0,0.0,0.04,0.0,0.04,hanatoikimonorittaizukan,3ds,misc,nintendo
13620,2003.0,0.03,0.01,0.0,0.0,0.04,bloodyroarextreme,xb,fighting,hudsonsoft
13621,2007.0,0.03,0.01,0.0,0.0,0.04,platinumsudoku,ds,puzzle,ubisoft
13622,2016.0,0.0,0.0,0.04,0.0,0.04,kamenriderbattridewargenesis,ps3,action,namcobandaigames
13623,2002.0,0.03,0.01,0.0,0.0,0.04,tennismastersseries2003,xb,sports,microids
13624,2002.0,0.01,0.02,0.0,0.01,0.04,thesimsdeluxe,pc,simulation,electronicarts
13625,2004.0,0.0,0.03,0.0,0.01,0.04,portroyale2,pc,strategy,ascaronentertainmentgmbh
13626,2014.0,0.0,0.0,0.04,0.0,0.04,amagami,psv,adventure,kadokawagames
13627,2011.0,0.04,0.0,0.0,0.0,0.04,dukenukemtrilogycriticalmass,ds,shooter,deepsilver
13628,2003.0,0.03,0.01,0.0,0.0,0.04,mlbslugfest2004,gc,sports,midwaygames
13629,2007.0,0.04,0.0,0.0,0.0,0.04,pocketpool,psp,action,conspiracyentertainment
13630,2005.0,0.0,0.0,0.04,0.0,0.04,jissenpachislothisshouhouhokutonokends,ds,misc,sega
13631,2007.0,0.0,0.0,0.04,0.0,0.04,lisenoatelierordrenorenkinjutsushi,ds,roleplaying,gust
13632,2001.0,0.0,0.04,0.0,0.01,0.04,blackwhite,pc,strategy,electronicarts
13633,2011.0,0.01,0.02,0.0,0.01,0.04,ncis,pc,adventure,ubisoft
13634,2012.0,0.0,0.04,0.0,0.0,0.04,thecube,wii,action,funboxmedia
13635,2009.0,0.0,0.03,0.0,0.01,0.04,companyofheroestalesofvalor,pc,strategy,thq
13636,2008.0,0.04,0.0,0.0,0.0,0.04,mythmakerstrixieintoyland,wii,platform,popcornarcade
13637,2010.0,0.04,0.0,0.0,0.0,0.04,natgeochallengewildlife,wii,misc,blackbeangames
13638,2005.0,0.0,0.03,0.0,0.01,0.04,breathoffireiii,psp,roleplaying,capcom
13639,2006.0,0.03,0.01,0.0,0.0,0.04,torino2006,xb,sports,taketwointeractive
13640,2008.0,0.01,0.02,0.0,0.01,0.04,devilmaycry4,pc,action,capcom
13641,2011.0,0.0,0.0,0.04,0.0,0.04,amnesia,psp,adventure,ideafactory
13642,2006.0,0.0,0.0,0.04,0.0,0.04,tabinoyubisashikaiwachoudsdsseries5deutsch,ds,misc,nintendo
13643,2009.0,0.04,0.0,0.0,0.0,0.04,fashionweekjrdesigner,ds,simulation,505games
13644,2011.0,0.0,0.04,0.0,0.01,0.04,jewelquestmysteries2trailofthemidnightheart,ds,puzzle,unknown
13645,2010.0,0.0,0.04,0.0,0.01,0.04,sherlockholmessecretofthesilverearring,wii,adventure,focushomeinteractive
13646,2005.0,0.03,0.01,0.0,0.0,0.04,metalslug45,xb,shooter,snkplaymore
13647,2012.0,0.0,0.0,0.04,0.0,0.04,greatbattlefullblast,psp,action,namcobandaigames
13648,2007.0,0.03,0.0,0.0,0.0,0.04,guiltygearxxaccentcore,wii,fighting,505games
13649,2016.0,0.0,0.04,0.0,0.01,0.04,hitman2016,ps4,action,squareenix
13650,2006.0,0.04,0.0,0.0,0.0,0.04,worldpokertour,psp,misc,taketwointeractive
13651,2015.0,0.0,0.0,0.04,0.0,0.04,saintseiyasoldierssoul,ps3,fighting,namcobandaigames
13652,2016.0,0.02,0.02,0.0,0.0,0.04,7daystodie,xone,action,telltalegames
13653,2004.0,0.03,0.01,0.0,0.0,0.04,digimonrumblearena2,gc,fighting,atari
13654,2013.0,0.0,0.0,0.04,0.0,0.04,dokidokiprecurenarikirilife,3ds,action,namcobandaigames
13655,2015.0,0.03,0.0,0.0,0.0,0.04,gravityfallslegendofthegnomegemulets,3ds,action,ubisoft
13656,2007.0,0.0,0.0,0.04,0.0,0.04,watashinorelaxuma,ds,simulation,rocketcompany
13657,2011.0,0.0,0.0,0.04,0.0,0.04,phantomkingdomportable,psp,roleplaying,nipponichisoftware
13658,2006.0,0.04,0.0,0.0,0.0,0.04,pacmanworldrally,psp,racing,namcobandaigames
13659,2009.0,0.0,0.0,0.04,0.0,0.04,wayofthesamurai2portable,psp,action,spike
13660,2006.0,0.0,0.03,0.0,0.01,0.04,heroesofmightandmagicv,pc,strategy,ubisoft
13661,2008.0,0.04,0.0,0.0,0.0,0.04,mazesoffateds,ds,roleplaying,graffiti
13662,2008.0,0.0,0.0,0.04,0.0,0.04,codegeasshangyakunolelouchr2banjounogeassgekijou,ds,misc,namcobandaigames
13663,2008.0,0.04,0.0,0.0,0.0,0.04,hellboythescienceofevil,psp,action,konamidigitalentertainment
13664,2011.0,0.0,0.03,0.0,0.01,0.04,virtuatennis4,pc,sports,sega
13665,2008.0,0.04,0.0,0.0,0.0,0.04,mortimerbeckettandthesecretsofspookymanor,wii,puzzle,avanquest
13666,2009.0,0.0,0.03,0.0,0.01,0.04,farmfrenzy3,pc,strategy,alawarentertainment
13667,2007.0,0.0,0.03,0.0,0.01,0.04,grid,pc,racing,codemasters
13668,2010.0,0.0,0.0,0.04,0.0,0.04,littlebustersconvertededition,psp,adventure,prototype
13669,2000.0,0.02,0.02,0.0,0.01,0.04,unisonrebelsofrhythmdance,ps2,misc,tecmokoei
13670,2008.0,0.0,0.03,0.0,0.01,0.04,ferrarichallengetrofeopirelli,ps3,racing,system3arcadesoftware
13671,2005.0,0.04,0.0,0.0,0.0,0.04,wtfworktimefun,psp,puzzle,sonycomputerentertainment
13672,2007.0,0.0,0.0,0.04,0.0,0.04,tennisnoojisamadokidokisurvivalumibenosecret,ps2,sports,konamidigitalentertainment
13673,2012.0,0.04,0.0,0.0,0.0,0.04,majorleaguebaseball2k12,pc,sports,taketwointeractive
13674,2007.0,0.0,0.0,0.04,0.0,0.04,bluelegendofwater,ps,adventure,electronicarts
13675,1996.0,0.0,0.0,0.04,0.0,0.04,darkhalf,snes,roleplaying,enixcorporation
13676,2008.0,0.03,0.01,0.0,0.0,0.04,system3presentsferrarichallengetrofeopirelli,ds,racing,system3arcadesoftware
13677,2007.0,0.01,0.03,0.0,0.0,0.04,luxorpharaohschallenge,wii,puzzle,funsta
13678,2015.0,0.01,0.0,0.02,0.0,0.04,nitroplusblasterzheroinesinfiniteduel,ps4,fighting,marvelousinteractive
13679,2005.0,0.0,0.04,0.0,0.0,0.04,imperialglory,pc,strategy,eidosinteractive
13680,2006.0,0.04,0.0,0.0,0.0,0.04,lioneltrainsontrack,ds,action,dsigames
13681,2008.0,0.0,0.0,0.04,0.0,0.04,hayatenogotokuojousamaproducedaisakusenbokuironisomaregakkouhen,ds,simulation,konamidigitalentertainment
13682,2010.0,0.0,0.0,0.04,0.0,0.04,shukufukunocampanellaportable,psp,adventure,kadokawashoten
13683,2011.0,0.01,0.03,0.0,0.0,0.04,thewolfamongus,x360,adventure,telltalegames
13684,2009.0,0.0,0.04,0.0,0.01,0.04,sonicpccollection,pc,misc,sega
13685,2012.0,0.04,0.0,0.0,0.0,0.04,horses3d,3ds,misc,ubisoft
13686,2005.0,0.02,0.02,0.0,0.01,0.04,yourselffitness,ps2,sports,respondesign
13687,2011.0,0.0,0.0,0.04,0.0,0.04,chaosheadlovechuchu,psp,adventure,5pb
13688,2013.0,0.0,0.03,0.0,0.01,0.04,lostplanet3,pc,shooter,capcom
13689,2010.0,0.04,0.0,0.0,0.0,0.04,pawsclawsregalresort,ds,simulation,thq
13690,2007.0,0.03,0.0,0.0,0.0,0.04,hannspreetenkatehondasbksuperbikeworldchampionship,psp,racing,blackbeangames
13691,2004.0,0.03,0.01,0.0,0.0,0.04,startrekshattereduniverse,xb,simulation,globalstar
13692,2008.0,0.0,0.0,0.04,0.0,0.04,12riventhepsicliminalofintegral,ps2,adventure,cyberfront
13693,2010.0,0.0,0.0,0.04,0.0,0.04,battlespiritsdigitalstarter,ds,roleplaying,namcobandaigames
13694,2003.0,0.01,0.02,0.0,0.01,0.04,riseofnations,pc,strategy,microsoftgamestudios
13695,2012.0,0.04,0.0,0.0,0.0,0.04,deadliestwarriorancientcombat,x360,fighting,cloudimperiumgamescorporation
13696,2001.0,0.02,0.02,0.0,0.01,0.04,warjetz,ps2,shooter,3do
13697,1998.0,0.0,0.0,0.04,0.0,0.04,breedingstud2,ps,sports,konamidigitalentertainment
13698,2007.0,0.0,0.0,0.04,0.0,0.04,banushilifegamewinnerscircle,ds,sports,genki
13699,2004.0,0.03,0.01,0.0,0.0,0.04,catwoman,gba,action,electronicarts
13700,2011.0,0.0,0.0,0.04,0.0,0.04,gakuenhetaliaportable,psp,adventure,ideafactory
13701,2006.0,0.03,0.0,0.0,0.0,0.04,gitaroomanlives,psp,misc,tecmokoei
13702,2009.0,0.0,0.0,0.04,0.0,0.04,chibimarukochandsmaruchannomachi,ds,puzzle,namcobandaigames
13703,2005.0,0.03,0.01,0.0,0.0,0.04,capcomfightingevolution,xb,fighting,capcom
13704,2016.0,0.01,0.02,0.0,0.01,0.04,xcom2,ps4,strategy,taketwointeractive
13705,2007.0,0.01,0.03,0.0,0.01,0.04,companyofheroesopposingfronts,pc,strategy,thq
13706,1995.0,0.02,0.02,0.0,0.0,0.04,novastorm,ps,shooter,psygnosis
13707,2012.0,0.0,0.0,0.04,0.0,0.04,shirenthewanderer4godseyeandthedemonsnavel,psp,roleplaying,spike
13708,2007.0,0.04,0.0,0.0,0.0,0.04,popcaparcadevol1,x360,puzzle,popcapgames
13709,1998.0,0.02,0.02,0.0,0.0,0.04,deadballzone,ps,sports,gtinteractive
13710,2000.0,0.04,0.0,0.0,0.0,0.04,nbainthezone2000,n64,sports,konamidigitalentertainment
13711,2011.0,0.0,0.03,0.0,0.01,0.04,menofwarvietnam,pc,strategy,unknown
13712,1998.0,0.04,0.0,0.0,0.0,0.04,nbainthezone99,n64,sports,konamidigitalentertainment
13713,2010.0,0.0,0.0,0.04,0.0,0.04,winningpostworld2010,ps3,sports,tecmokoei
13714,2010.0,0.0,0.0,0.04,0.0,0.04,dokonjoushougakusseibonbitahadakanochoujouketsusenbitavsdokurodei,ds,action,namcobandaigames
13715,2007.0,0.03,0.0,0.0,0.0,0.04,swattargetliberty,psp,shooter,vivendigames
13716,2006.0,0.03,0.01,0.0,0.01,0.04,outrun2006coast2coast,psp,racing,sega
13717,1996.0,0.0,0.0,0.04,0.0,0.04,hauntedcasino,sat,adventure,societa
13718,1994.0,0.0,0.0,0.04,0.0,0.04,worldseriesbaseball,sat,sports,sega
13719,2012.0,0.0,0.0,0.04,0.0,0.04,outomaouto7ninnohimegimitachishinousamamonogatari,psv,action,konamidigitalentertainment
13720,2005.0,0.02,0.02,0.0,0.01,0.04,aeonflux,ps2,action,thq
13721,2009.0,0.04,0.0,0.0,0.0,0.04,chickenblaster,ds,shooter,zushigames
13722,2011.0,0.0,0.03,0.0,0.01,0.04,summerchallengeathleticstournament,ps3,sports,pqube
13723,2011.0,0.0,0.0,0.04,0.0,0.04,sykrenshoudenportable,psp,adventure,ideafactory
13724,1995.0,0.0,0.0,0.04,0.0,0.04,metalmaxreturns,snes,roleplaying,dataeast
13725,2005.0,0.03,0.01,0.0,0.0,0.04,shatteredunion,xb,strategy,taketwointeractive
13726,2011.0,0.0,0.03,0.0,0.01,0.04,offroaddrive,pc,racing,1ccompany
13727,2012.0,0.0,0.0,0.04,0.0,0.04,hanaoniyumenotsudzuki,psp,action,ideafactory
13728,2002.0,0.03,0.01,0.0,0.0,0.04,mathoffmansprobmx2,gc,sports,activision
13729,2011.0,0.0,0.0,0.04,0.0,0.04,unchainedblades,3ds,roleplaying,furyu
13730,2010.0,0.04,0.0,0.0,0.0,0.04,harleydavidsonroadtrip,wii,racing,destineer
13731,2011.0,0.0,0.0,0.04,0.0,0.04,galgun,x360,shooter,alchemist
13732,2012.0,0.0,0.04,0.0,0.0,0.04,gogoscrazybones,ds,action,gamemillentertainment
13733,2012.0,0.04,0.0,0.0,0.0,0.04,mlb2k12nba2k12combopack,x360,sports,taketwointeractive
13734,2003.0,0.0,0.03,0.0,0.01,0.04,grandtheftautovicecity,pc,action,taketwointeractive
13735,2007.0,0.03,0.01,0.0,0.0,0.04,nhlhitzpro,gc,sports,unknown
13736,2009.0,0.0,0.0,0.04,0.0,0.04,ookamikakushi,psp,action,konamidigitalentertainment
13737,1995.0,0.0,0.0,0.04,0.0,0.04,zennippongtsenshuken,snes,racing,banpresto
13738,2010.0,0.03,0.0,0.0,0.0,0.04,northamericanhuntingextravaganza2,wii,sports,unknown
13739,2010.0,0.04,0.0,0.0,0.0,0.04,citybuilder,wii,misc,virtualplaygames
13740,1999.0,0.0,0.0,0.04,0.0,0.04,pdultramanbattlecollection64,n64,strategy,namcobandaigames
13741,1999.0,0.03,0.01,0.0,0.0,0.04,monacograndprix,n64,racing,ubisoft
13742,1999.0,0.03,0.01,0.0,0.0,0.04,wormsarmageddon,n64,strategy,infogrames
13743,1999.0,0.03,0.01,0.0,0.0,0.04,rallychallenge2000,n64,racing,imagineer
13744,2000.0,0.03,0.01,0.0,0.0,0.04,looneytunesduckdodgersstarringdaffyduck,n64,platform,infogrames
13745,2003.0,0.03,0.01,0.0,0.0,0.04,supermancountdowntoapokolips,gba,platform,atari
13746,1998.0,0.03,0.01,0.0,0.0,0.04,deadlyarts,n64,fighting,konamidigitalentertainment
13747,2003.0,0.0,0.0,0.04,0.0,0.04,kikouheidanjphoenix2,ps2,action,takara
13748,2012.0,0.0,0.0,0.04,0.0,0.04,sengokumusou3zspecial,psp,action,ackkstudios
13749,2002.0,0.03,0.01,0.0,0.0,0.04,dragonslair3dreturntothelair,gc,platform,thq
13750,2011.0,0.0,0.0,0.04,0.0,0.04,harukanarutokinonakade5,psp,roleplaying,tecmokoei
13751,2007.0,0.01,0.02,0.0,0.0,0.04,meteosdisneymagic,ds,puzzle,disneyinteractivestudios
13752,2005.0,0.03,0.01,0.0,0.0,0.04,worms4mayhem,xb,strategy,codemasters
13753,2012.0,0.0,0.03,0.0,0.01,0.04,residenteviloperationraccooncity,pc,action,capcom
13754,2012.0,0.0,0.0,0.04,0.0,0.04,winningpost72012,psp,sports,ackkstudios
13755,2007.0,0.03,0.0,0.01,0.0,0.04,samuraiwarriors2empires,x360,action,tecmokoei
13756,2005.0,0.04,0.0,0.0,0.0,0.04,superblackbassfishing,ds,sports,majescoentertainment
13757,1998.0,0.02,0.02,0.0,0.0,0.04,pointblank2,ps,shooter,namcobandaigames
13758,2010.0,0.04,0.0,0.0,0.0,0.04,whowantstobeamillionaire3rdedition,ds,misc,ubisoft
13759,2012.0,0.04,0.0,0.0,0.0,0.04,testdriveferrarilegends,ps3,racing,unknown
13760,2009.0,0.0,0.0,0.04,0.0,0.04,sarugetyoupiposarusenki,psp,roleplaying,sonycomputerentertainment
13761,2014.0,0.0,0.03,0.0,0.01,0.04,infamousfirstlight,ps4,action,sonycomputerentertainment
13762,2013.0,0.0,0.0,0.04,0.0,0.04,jleagueprosoccerclubotsukurou8europlus,psp,sports,sega
13763,2007.0,0.0,0.0,0.04,0.0,0.04,imabikisou,ps3,adventure,sega
13764,2009.0,0.04,0.0,0.0,0.0,0.04,logicmachines,ds,puzzle,cityinteractive
13765,2016.0,0.03,0.01,0.0,0.0,0.04,onepieceburningblood,xone,fighting,namcobandaigames
13766,2011.0,0.0,0.0,0.04,0.0,0.04,hakuoukireimeirokuportable,psp,adventure,ideafactory
13767,2008.0,0.0,0.0,0.04,0.0,0.04,segaages2500seriesvol33fantasyzonecompletecollection,ps2,shooter,sega
13768,2002.0,0.02,0.02,0.0,0.01,0.04,antzextremeracing,ps2,racing,empireinteractive
13769,2008.0,0.0,0.0,0.04,0.0,0.04,mottotoeictestdstraining,ds,misc,ieinstitute
13770,2009.0,0.0,0.0,0.04,0.0,0.04,superrobotgakuen,ds,adventure,namcobandaigames
13771,2006.0,0.0,0.0,0.04,0.0,0.04,atelieriris3grandphantasmjpsales,ps2,roleplaying,tecmokoei
13772,2014.0,0.0,0.04,0.0,0.0,0.04,terraria,xone,action,505games
13773,2014.0,0.0,0.0,0.04,0.0,0.04,dollykanondokidokitokimekihimitsunoongakukatsudoustartdesu,3ds,adventure,happinet
13774,2007.0,0.0,0.03,0.0,0.01,0.04,empireearthiii,pc,strategy,vivendigames
13775,2002.0,0.03,0.01,0.0,0.0,0.04,miketysonboxing,gba,sports,ubisoft
13776,2009.0,0.04,0.0,0.0,0.0,0.04,jojosfashionshowdesigninadash,ds,simulation,ubisoft
13777,2012.0,0.0,0.0,0.04,0.0,0.04,thelegendofheroestrailsintheskyfirstchapter,ps3,roleplaying,falcomcorporation
13778,2008.0,0.02,0.02,0.0,0.01,0.04,godiegogosafarirescue,ps2,action,taketwointeractive
13779,2010.0,0.04,0.0,0.0,0.0,0.04,dealornodealspecialedition,ds,misc,zoogames
13780,2006.0,0.0,0.0,0.04,0.0,0.04,clannad,ps2,adventure,interchannel
13781,2014.0,0.03,0.0,0.0,0.01,0.04,nobunagasambitionsphereofinfluence,ps4,strategy,tecmokoei
